id_turma,descricao_horario,id_componente_curricular,id_docente_interno,id_docente_externo,nivel_ensino,ano,periodo,noite34,noite12,tarde56,tarde34,tarde12,manha56,manha34,manha12,sabado,aulas,alunos,media_faltas,media_alunos,APROVADO,APROVADO POR NOTA,REPROVADO POR MÃDIA E POR FALTAS,REPROVADO,CANCELADO,TRANCADO,REPROVADO POR NOTA,REPROVADO POR FALTAS,REPROVADO POR NOTA E FALTA,CUMPRIU,DESISTENCIA,TRANSFERIDO
57563866,246T56,23544,5756432.0,,GRADUAÇÃO,2015,2,False,False,True,False,False,False,False,False,False,116,13,0.11896551724124,6.3,0.5,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57586842,35T12,46989,5752375.0,,GRADUAÇÃO,2016,2,False,False,False,False,True,False,False,False,False,72,36,0.1161616161616576,6.093939393939393,0.2727272727272727,0.5757575757575758,0.0,0.06060606060606061,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57579227,7T45  35N1234 (19/04/2016 - 14/06/2016),46150,5752849.0,,GRADUAÇÃO,2016,1,True,True,True,True,False,False,False,False,True,76,26,0.18157894736845004,6.744999999999999,0.75,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57568357,3N1234 5N12 (27/07/2015 - 19/12/2015),2034858,5757499.0,,GRADUAÇÃO,2015,2,True,True,False,False,False,False,False,False,False,114,24,0.0,7.62,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57578614,2345T2345,21868,5756340.0,,GRADUAÇÃO,2016,1,False,False,True,True,True,False,False,False,False,296,6,0.0,7.833333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57586796,4T123,23120,5755868.0,,GRADUAÇÃO,2016,2,False,False,False,True,True,False,False,False,False,60,2,0.0,6.6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57585069,246T12,23587,5757649.0,,GRADUAÇÃO,2016,2,False,False,False,False,True,False,False,False,False,110,24,0.22196969696971247,5.033333333333333,0.2916666666666667,0.375,0.0,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57577810,2M123 6M456,24621,5757596.0,,GRADUAÇÃO,2016,1,False,False,False,False,False,True,True,True,False,108,3,0.11111111111109094,8.418181818181818,0.9545454545454546,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1228455,2M12 4M1234 (21/07/2014 - 06/12/2014),54276,22907.0,,GRADUAÇÃO,2014,2,False,False,False,False,False,False,True,True,False,120,4,0.0,6.4799999999999995,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243674,45M45,42456,25499.0,,GRADUAÇÃO,2015,1,False,False,False,False,False,True,True,False,False,68,9,0.13725490196084444,8.977777777777778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57566242,3M456,46711,18422.0,,GRADUAÇÃO,2015,2,False,False,False,False,False,True,True,False,False,63,18,0.0,8.7625,0.9375,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243846,2T23,2040303,24414.0,,GRADUAÇÃO,2015,1,False,False,False,True,True,False,False,False,False,36,14,0.0,8.378571428571428,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231803,2M2345 4M12,21810,23852.0,,GRADUAÇÃO,2014,2,False,False,False,False,False,True,True,True,False,108,10,0.15,7.089999999999999,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57568728,3T123 5T12,57739,5757508.0,,GRADUAÇÃO,2015,2,False,False,False,True,True,False,False,False,False,87,5,0.0,8.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57566384,46M2345  3T23,2056100,26507.0,,GRADUAÇÃO,2015,2,False,False,False,True,True,True,True,True,False,172,10,0.07209302325574998,6.459999999999999,0.4,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
